Day;Program;ProgramName;ID;Consent;Priority;Physics;Rus;Math;Indiv;Sum
2025-08-04;PM;??;103740;1;1;100;100;100;10;310
2025-08-04;PM;??;102397;1;1;100;100;100;9;309
2025-08-04;PM;??;102325;0;1;100;100;99;8;307
2025-08-04;PM;??;102273;1;3;100;100;99;7;306
2025-08-04;PM;??;102763;1;1;100;100;100;6;306
2025-08-04;PM;??;103461;1;4;100;100;100;6;306
2025-08-04;PM;??;102940;1;1;97;100;100;8;305
2025-08-04;PM;??;103468;1;1;100;100;100;5;305
2025-08-04;PM;??;103700;0;1;100;99;100;6;305
2025-08-04;PM;??;102255;1;4;100;95;100;9;304
2025-08-04;PM;??;102291;1;4;100;100;99;5;304
2025-08-04;PM;??;102510;1;4;100;100;100;4;304
2025-08-04;PM;??;102461;0;2;100;100;100;3;303
2025-08-04;PM;??;103877;1;4;96;100;100;7;303
2025-08-04;PM;??;102234;1;2;100;100;100;2;302
2025-08-04;PM;??;102680;1;1;100;100;100;2;302
2025-08-04;PM;??;102825;1;1;98;100;100;4;302
2025-08-04;PM;??;103691;1;1;100;100;100;2;302
2025-08-04;PM;??;103821;1;1;100;100;100;2;302
2025-08-04;PM;??;102300;1;1;100;93;98;10;301
2025-08-04;PM;??;102644;0;1;100;100;100;1;301
2025-08-04;PM;??;102727;1;2;96;100;98;7;301
2025-08-04;PM;??;103681;1;1;100;100;91;10;301
2025-08-04;PM;??;102295;1;4;100;99;97;4;300
2025-08-04;PM;??;102489;1;1;93;99;100;8;300
2025-08-04;PM;??;103394;1;1;100;100;100;0;300
2025-08-04;PM;??;103600;1;3;100;100;100;0;300
2025-08-04;PM;??;103780;0;1;100;100;100;0;300
2025-08-04;PM;??;102711;1;4;95;100;100;4;299
2025-08-04;PM;??;102271;1;1;100;94;100;4;298
2025-08-04;PM;??;102997;1;4;93;99;100;6;298
2025-08-04;PM;??;103029;1;3;100;95;100;3;298
2025-08-04;PM;??;102403;1;1;100;100;92;5;297
2025-08-04;PM;??;102735;0;1;100;94;95;8;297
2025-08-04;PM;??;103489;1;1;100;96;100;1;297
2025-08-04;PM;??;103635;0;1;94;100;100;3;297
2025-08-04;PM;??;103844;0;4;99;93;100;5;297
2025-08-04;PM;??;102516;1;3;100;94;94;8;296
2025-08-04;PM;??;102770;0;4;94;100;100;2;296
2025-08-04;PM;??;102987;1;1;97;100;96;3;296
2025-08-04;PM;??;103401;1;1;100;93;94;9;296
2025-08-04;PM;??;103479;1;1;100;91;95;10;296
2025-08-04;PM;??;103628;1;1;100;100;94;2;296
2025-08-04;PM;??;103748;0;1;100;88;100;8;296
2025-08-04;PM;??;103813;1;1;100;86;100;10;296
2025-08-04;PM;??;102724;1;1;100;95;100;0;295
2025-08-04;PM;??;102922;0;4;100;92;100;3;295
2025-08-04;PM;??;102474;0;3;93;94;100;7;294
2025-08-04;PM;??;103413;0;1;100;92;100;2;294
2025-08-04;PM;??;103435;1;1;97;98;97;2;294
