Day;Program;ProgramName;ID;Consent;Priority;Physics;Rus;Math;Indiv;Sum
2025-08-01;IB;??;100158;0;3;86;100;100;10;296
2025-08-01;IB;??;100027;0;1;92;100;98;3;293
2025-08-01;IB;??;100055;0;1;100;100;84;8;292
2025-08-01;IB;??;100161;0;1;90;85;95;10;280
2025-08-01;IB;??;100029;1;1;95;74;93;9;271
2025-08-01;IB;??;100164;0;3;84;94;85;2;265
2025-08-01;IB;??;100020;0;4;55;98;98;10;261
2025-08-01;IB;??;100068;0;2;80;92;86;0;258
2025-08-01;IB;??;100172;0;2;68;89;100;1;258
2025-08-01;IB;??;100077;0;1;98;74;83;1;256
2025-08-01;IB;??;100171;0;4;89;64;93;10;256
2025-08-01;IB;??;100050;0;4;74;98;80;1;253
2025-08-01;IB;??;100023;0;4;96;92;58;6;252
2025-08-01;IB;??;100049;0;3;88;59;96;9;252
2025-08-01;IB;??;100157;0;4;87;55;100;10;252
2025-08-01;IB;??;100168;1;1;72;86;90;3;251
2025-08-01;IB;??;100063;1;4;95;69;81;5;250
2025-08-01;IB;??;100059;0;1;91;72;76;10;249
2025-08-01;IB;??;100028;0;1;70;91;79;8;248
2025-08-01;IB;??;100153;0;4;89;86;68;5;248
2025-08-01;IB;??;100052;1;2;72;81;92;2;247
2025-08-01;IB;??;100051;0;4;91;92;57;5;245
2025-08-01;IB;??;100031;1;2;92;85;64;2;243
2025-08-01;IB;??;100066;0;1;78;70;89;5;242
2025-08-01;IB;??;100047;0;4;67;93;69;10;239
2025-08-01;IB;??;100064;1;2;100;55;79;4;238
2025-08-01;IB;??;100072;0;4;88;99;51;0;238
2025-08-01;IB;??;100053;0;4;79;55;100;1;235
2025-08-01;IB;??;100058;0;1;86;54;87;8;235
2025-08-01;IB;??;100080;0;1;59;85;84;7;235
2025-08-01;IB;??;100065;0;1;73;78;74;9;234
2025-08-01;IB;??;100163;0;4;74;100;53;6;233
2025-08-01;IB;??;100169;1;2;54;80;96;2;232
2025-08-01;IB;??;100056;0;4;62;99;59;10;230
2025-08-01;IB;??;100054;1;4;72;87;59;10;228
2025-08-01;IB;??;100152;0;4;59;90;74;3;226
2025-08-01;IB;??;100062;0;3;98;51;72;4;225
2025-08-01;IB;??;100069;0;3;84;83;53;5;225
2025-08-01;IB;??;100025;0;2;71;61;84;8;224
2025-08-01;IB;??;100159;0;4;85;54;74;10;223
2025-08-01;IB;??;100075;0;2;100;62;51;9;222
2025-08-01;IB;??;100173;0;3;56;84;74;8;222
2025-08-01;IB;??;100079;1;1;81;59;80;1;221
2025-08-01;IB;??;100024;0;3;58;75;82;5;220
2025-08-01;IB;??;100074;0;3;71;76;62;10;219
2025-08-01;IB;??;100170;0;4;99;55;61;4;219
2025-08-01;IB;??;100046;0;2;70;63;78;7;218
2025-08-01;IB;??;100060;0;4;52;76;82;7;217
2025-08-01;IB;??;100165;1;1;78;56;75;6;215
2025-08-01;IB;??;100030;1;3;58;98;58;0;214
2025-08-01;IB;??;100061;0;2;90;71;52;0;213
2025-08-01;IB;??;100021;0;4;100;52;55;5;212
2025-08-01;IB;??;100022;0;4;74;52;80;6;212
2025-08-01;IB;??;100057;1;4;75;78;52;7;212
2025-08-01;IB;??;100073;1;3;61;53;88;10;212
2025-08-01;IB;??;100032;0;2;83;63;54;10;210
2025-08-01;IB;??;100078;1;2;59;77;65;9;210
2025-08-01;IB;??;100045;0;2;62;62;75;8;207
2025-08-01;IB;??;100162;0;2;71;71;57;8;207
2025-08-01;IB;??;100067;1;1;53;50;96;4;203
2025-08-01;IB;??;100076;0;4;79;54;66;0;199
2025-08-01;IB;??;100167;0;3;54;73;68;2;197
2025-08-01;IB;??;100166;0;4;51;81;51;4;187
2025-08-01;IB;??;100026;0;4;48;82;49;4;183
2025-08-01;IB;??;100160;0;1;58;71;48;3;180
2025-08-01;IB;??;100156;0;1;47;64;59;8;178
2025-08-01;IB;??;100155;0;1;49;50;75;3;177
2025-08-01;IB;??;100048;0;3;49;69;50;5;173
2025-08-01;IB;??;100154;1;4;51;62;52;7;172
2025-08-01;IB;??;100174;1;1;52;60;58;0;170
