Day;Program;ProgramName;ID;Consent;Priority;Physics;Rus;Math;Indiv;Sum
2025-08-03;IB;??;101974;1;4;100;98;100;9;307
2025-08-03;IB;??;101155;1;3;100;100;100;5;305
2025-08-03;IB;??;101412;1;2;100;100;99;5;304
2025-08-03;IB;??;101429;1;2;100;100;100;4;304
2025-08-03;IB;??;101897;1;2;100;100;95;9;304
2025-08-03;IB;??;102238;1;2;100;100;97;6;303
2025-08-03;IB;??;101413;1;4;100;100;100;2;302
2025-08-03;IB;??;101050;0;4;98;100;100;3;301
2025-08-03;IB;??;101137;1;4;100;100;97;4;301
2025-08-03;IB;??;100736;0;4;91;100;100;9;300
2025-08-03;IB;??;101269;1;4;100;100;100;0;300
2025-08-03;IB;??;101274;0;4;100;100;95;5;300
2025-08-03;IB;??;101330;0;3;100;100;100;0;300
2025-08-03;IB;??;101403;1;1;99;97;100;2;298
2025-08-03;IB;??;101257;1;2;100;91;100;4;295
2025-08-03;IB;??;101393;0;4;87;100;100;8;295
2025-08-03;IB;??;101450;0;4;100;100;91;4;295
2025-08-03;IB;??;102306;0;2;100;100;93;2;295
2025-08-03;IB;??;101383;1;3;98;100;94;2;294
2025-08-03;IB;??;101428;0;4;92;100;95;7;294
2025-08-03;IB;??;101593;0;4;100;90;100;4;294
2025-08-03;IB;??;101448;1;1;92;98;100;2;292
2025-08-03;IB;??;101606;1;4;100;100;82;10;292
2025-08-03;IB;??;102181;1;2;84;100;100;8;292
2025-08-03;IB;??;102193;0;4;100;85;98;9;292
2025-08-03;IB;??;102225;1;1;100;84;100;8;292
2025-08-03;IB;??;102261;0;2;100;100;90;2;292
2025-08-03;IB;??;102273;0;4;95;87;100;10;292
2025-08-03;IB;??;100731;1;2;89;97;100;5;291
2025-08-03;IB;??;101083;0;1;98;95;91;7;291
2025-08-03;IB;??;101363;1;3;88;98;100;5;291
2025-08-03;IB;??;102325;0;2;100;96;90;5;291
2025-08-03;IB;??;101321;1;3;100;97;92;1;290
2025-08-03;IB;??;101932;0;3;91;93;100;6;290
2025-08-03;IB;??;101066;1;3;87;100;100;2;289
2025-08-03;IB;??;101129;0;3;98;100;90;1;289
2025-08-03;IB;??;101219;1;3;100;80;100;9;289
2025-08-03;IB;??;102152;1;4;100;87;98;4;289
2025-08-03;IB;??;101135;0;3;91;92;100;5;288
2025-08-03;IB;??;101332;0;1;100;88;95;5;288
2025-08-03;IB;??;101375;1;4;93;100;89;6;288
2025-08-03;IB;??;102311;1;4;93;96;98;1;288
2025-08-03;IB;??;102330;1;3;87;98;95;8;288
2025-08-03;IB;??;101171;0;4;100;80;99;8;287
2025-08-03;IB;??;101205;1;3;100;100;81;6;287
