Day;Program;ProgramName;ID;Consent;Priority;Physics;Rus;Math;Indiv;Sum
2025-08-04;IVT;???;103740;1;4;100;100;100;10;310
2025-08-04;IVT;???;102397;1;3;100;100;100;9;309
2025-08-04;IVT;???;103171;1;3;100;100;99;9;308
2025-08-04;IVT;???;102325;0;3;100;100;99;8;307
2025-08-04;IVT;???;102273;1;1;100;100;99;7;306
2025-08-04;IVT;???;102763;1;2;100;100;100;6;306
2025-08-04;IVT;???;102940;1;2;97;100;100;8;305
2025-08-04;IVT;???;103700;0;3;100;99;100;6;305
2025-08-04;IVT;???;102255;1;3;100;95;100;9;304
2025-08-04;IVT;???;102291;1;2;100;100;99;5;304
2025-08-04;IVT;???;102510;1;3;100;100;100;4;304
2025-08-04;IVT;???;102461;0;3;100;100;100;3;303
2025-08-04;IVT;???;103877;1;3;96;100;100;7;303
2025-08-04;IVT;???;102234;1;1;100;100;100;2;302
2025-08-04;IVT;???;102680;1;4;100;100;100;2;302
2025-08-04;IVT;???;102825;1;2;98;100;100;4;302
2025-08-04;IVT;???;103691;1;3;100;100;100;2;302
2025-08-04;IVT;???;103821;1;2;100;100;100;2;302
2025-08-04;IVT;???;102300;1;2;100;93;98;10;301
2025-08-04;IVT;???;102644;0;4;100;100;100;1;301
2025-08-04;IVT;???;102727;1;4;96;100;98;7;301
2025-08-04;IVT;???;103681;1;2;100;100;91;10;301
2025-08-04;IVT;???;102295;1;2;100;99;97;4;300
2025-08-04;IVT;???;102489;1;2;93;99;100;8;300
2025-08-04;IVT;???;103107;0;3;100;95;96;9;300
2025-08-04;IVT;???;103394;1;3;100;100;100;0;300
2025-08-04;IVT;???;103518;1;3;92;100;98;10;300
2025-08-04;IVT;???;103600;1;4;100;100;100;0;300
2025-08-04;IVT;???;103780;0;2;100;100;100;0;300
2025-08-04;IVT;???;102711;1;2;95;100;100;4;299
2025-08-04;IVT;???;102271;1;3;100;94;100;4;298
2025-08-04;IVT;???;103087;1;3;95;93;100;10;298
2025-08-04;IVT;???;103208;1;3;100;88;100;10;298
2025-08-04;IVT;???;103263;1;3;97;94;100;7;298
2025-08-04;IVT;???;103265;1;2;100;94;100;4;298
2025-08-04;IVT;???;102403;1;2;100;100;92;5;297
2025-08-04;IVT;???;102735;0;3;100;94;95;8;297
2025-08-04;IVT;???;103844;0;3;99;93;100;5;297
2025-08-04;IVT;???;102516;1;1;100;94;94;8;296
2025-08-04;IVT;???;102770;0;3;94;100;100;2;296
2025-08-04;IVT;???;103070;1;2;91;100;100;5;296
2025-08-04;IVT;???;103401;1;2;100;93;94;9;296
2025-08-04;IVT;???;103628;1;2;100;100;94;2;296
2025-08-04;IVT;???;103748;0;2;100;88;100;8;296
2025-08-04;IVT;???;103813;1;2;100;86;100;10;296
2025-08-04;IVT;???;102724;1;3;100;95;100;0;295
2025-08-04;IVT;???;102922;0;3;100;92;100;3;295
2025-08-04;IVT;???;103155;1;2;100;95;100;0;295
2025-08-04;IVT;???;102474;0;1;93;94;100;7;294
2025-08-04;IVT;???;103257;0;2;86;100;100;8;294
2025-08-04;IVT;???;103413;0;2;100;92;100;2;294
2025-08-04;IVT;???;103605;0;3;100;100;93;1;294
2025-08-04;IVT;???;103709;1;2;92;98;98;6;294
2025-08-04;IVT;???;102354;1;2;88;100;100;5;293
2025-08-04;IVT;???;102554;1;3;91;100;100;2;293
2025-08-04;IVT;???;102562;1;3;87;100;100;6;293
2025-08-04;IVT;???;102933;1;3;100;87;100;6;293
2025-08-04;IVT;???;103603;1;2;100;100;93;0;293
2025-08-04;IVT;???;103693;0;3;100;91;100;2;293
2025-08-04;IVT;???;103911;1;2;95;93;98;7;293
2025-08-04;IVT;???;102321;1;4;100;95;87;10;292
2025-08-04;IVT;???;102426;1;3;100;93;96;3;292
2025-08-04;IVT;???;102565;1;3;100;100;91;1;292
2025-08-04;IVT;???;102809;0;3;100;85;100;7;292
2025-08-04;IVT;???;102880;0;2;100;93;94;5;292
2025-08-04;IVT;???;103219;0;3;84;100;100;8;292
2025-08-04;IVT;???;103496;0;3;100;93;96;3;292
2025-08-04;IVT;???;103750;1;3;100;99;91;2;292
2025-08-04;IVT;???;102597;1;2;100;85;96;10;291
2025-08-04;IVT;???;102742;1;2;91;100;96;4;291
2025-08-04;IVT;???;102859;1;3;100;100;83;8;291
2025-08-04;IVT;???;102918;1;2;89;99;100;3;291
