Day;Program;ProgramName;ID;Consent;Priority;Physics;Rus;Math;Indiv;Sum
2025-08-01;PM;??;100004;0;4;100;92;100;9;301
2025-08-01;PM;??;100013;0;1;100;92;100;7;299
2025-08-01;PM;??;100027;0;4;92;100;98;3;293
2025-08-01;PM;??;100014;0;3;100;87;86;9;282
2025-08-01;PM;??;100089;1;2;89;100;89;3;281
2025-08-01;PM;??;100000;0;1;73;100;97;7;277
2025-08-01;PM;??;100011;0;4;88;99;85;3;275
2025-08-01;PM;??;100029;1;2;95;74;93;9;271
2025-08-01;PM;??;100071;1;1;79;86;100;3;268
2025-08-01;PM;??;100070;0;1;62;98;97;10;267
2025-08-01;PM;??;100093;0;4;93;82;85;6;266
2025-08-01;PM;??;100020;0;1;55;98;98;10;261
2025-08-01;PM;??;100015;0;2;100;87;69;4;260
2025-08-01;PM;??;100007;0;1;80;79;100;0;259
2025-08-01;PM;??;100001;1;3;76;84;89;9;258
2025-08-01;PM;??;100016;0;1;77;96;84;1;258
2025-08-01;PM;??;100092;0;4;92;65;99;0;256
2025-08-01;PM;??;100005;1;4;86;77;89;3;255
2025-08-01;PM;??;100175;0;2;72;100;75;6;253
2025-08-01;PM;??;100023;0;3;96;92;58;6;252
2025-08-01;PM;??;100003;0;4;73;73;100;3;249
2025-08-01;PM;??;100009;0;2;90;73;78;7;248
2025-08-01;PM;??;100028;0;4;70;91;79;8;248
2025-08-01;PM;??;100085;0;1;66;95;81;6;248
2025-08-01;PM;??;100031;1;4;92;85;64;2;243
2025-08-01;PM;??;100081;1;1;100;72;62;8;242
2025-08-01;PM;??;100072;0;1;88;99;51;0;238
2025-08-01;PM;??;100178;0;4;69;94;69;6;238
2025-08-01;PM;??;100080;0;2;59;85;84;7;235
2025-08-01;PM;??;100083;0;4;72;74;81;7;234
2025-08-01;PM;??;100010;1;4;91;71;61;10;233
2025-08-01;PM;??;100082;0;1;77;93;58;5;233
2025-08-01;PM;??;100087;0;3;66;79;85;3;233
2025-08-01;PM;??;100019;0;2;99;58;68;7;232
2025-08-01;PM;??;100012;0;4;73;65;92;1;231
2025-08-01;PM;??;100017;0;1;63;64;94;9;230
2025-08-01;PM;??;100084;0;1;100;67;51;10;228
2025-08-01;PM;??;100179;0;4;47;90;84;7;228
2025-08-01;PM;??;100002;1;1;61;68;96;2;227
2025-08-01;PM;??;100018;0;1;51;88;84;2;225
2025-08-01;PM;??;100025;0;1;71;61;84;8;224
2025-08-01;PM;??;100008;0;3;92;49;74;8;223
2025-08-01;PM;??;100075;0;1;100;62;51;9;222
2025-08-01;PM;??;100079;1;4;81;59;80;1;221
2025-08-01;PM;??;100024;0;1;58;75;82;5;220
2025-08-01;PM;??;100074;0;1;71;76;62;10;219
2025-08-01;PM;??;100090;0;1;59;87;68;5;219
2025-08-01;PM;??;100086;0;1;56;55;100;4;215
2025-08-01;PM;??;100030;1;1;58;98;58;0;214
2025-08-01;PM;??;100021;0;1;100;52;55;5;212
2025-08-01;PM;??;100022;0;1;74;52;80;6;212
2025-08-01;PM;??;100073;1;4;61;53;88;10;212
2025-08-01;PM;??;100032;0;3;83;63;54;10;210
2025-08-01;PM;??;100078;1;3;59;77;65;9;210
2025-08-01;PM;??;100176;1;4;66;60;77;7;210
2025-08-01;PM;??;100088;0;4;70;47;83;6;206
2025-08-01;PM;??;100177;0;4;65;66;68;2;201
2025-08-01;PM;??;100091;0;3;46;68;67;3;184
2025-08-01;PM;??;100026;0;1;48;82;49;4;183
2025-08-01;PM;??;100006;1;1;65;48;51;10;174
