Day;Program;ProgramName;ID;Consent;Priority;Physics;Rus;Math;Indiv;Sum
2025-08-04;IB;??;103740;1;2;100;100;100;10;310
2025-08-04;IB;??;102397;1;4;100;100;100;9;309
2025-08-04;IB;??;102325;0;2;100;100;99;8;307
2025-08-04;IB;??;102273;1;2;100;100;99;7;306
2025-08-04;IB;??;102763;1;4;100;100;100;6;306
2025-08-04;IB;??;102940;1;3;97;100;100;8;305
2025-08-04;IB;??;103700;0;2;100;99;100;6;305
2025-08-04;IB;??;102255;1;1;100;95;100;9;304
2025-08-04;IB;??;102291;1;1;100;100;99;5;304
2025-08-04;IB;??;102510;1;1;100;100;100;4;304
2025-08-04;IB;??;103551;1;3;100;100;100;4;304
2025-08-04;IB;??;102461;0;1;100;100;100;3;303
2025-08-04;IB;??;103877;1;1;96;100;100;7;303
2025-08-04;IB;??;102234;1;3;100;100;100;2;302
2025-08-04;IB;??;102680;1;3;100;100;100;2;302
2025-08-04;IB;??;102825;1;4;98;100;100;4;302
2025-08-04;IB;??;103691;1;2;100;100;100;2;302
2025-08-04;IB;??;103821;1;3;100;100;100;2;302
2025-08-04;IB;??;102300;1;4;100;93;98;10;301
2025-08-04;IB;??;102644;0;3;100;100;100;1;301
2025-08-04;IB;??;102727;1;1;96;100;98;7;301
2025-08-04;IB;??;103681;1;4;100;100;91;10;301
2025-08-04;IB;??;102295;1;3;100;99;97;4;300
2025-08-04;IB;??;102489;1;4;93;99;100;8;300
2025-08-04;IB;??;103780;0;4;100;100;100;0;300
2025-08-04;IB;??;102711;1;1;95;100;100;4;299
2025-08-04;IB;??;103550;1;4;99;99;100;1;299
2025-08-04;IB;??;103570;1;4;100;91;100;8;299
2025-08-04;IB;??;102271;1;2;100;94;100;4;298
2025-08-04;IB;??;102403;1;4;100;100;92;5;297
2025-08-04;IB;??;102735;0;2;100;94;95;8;297
2025-08-04;IB;??;103489;1;3;100;96;100;1;297
2025-08-04;IB;??;103635;0;4;94;100;100;3;297
2025-08-04;IB;??;103844;0;1;99;93;100;5;297
2025-08-04;IB;??;102516;1;2;100;94;94;8;296
2025-08-04;IB;??;102770;0;1;94;100;100;2;296
2025-08-04;IB;??;103628;1;3;100;100;94;2;296
2025-08-04;IB;??;103748;0;3;100;88;100;8;296
2025-08-04;IB;??;103813;1;3;100;86;100;10;296
2025-08-04;IB;??;102724;1;2;100;95;100;0;295
2025-08-04;IB;??;102922;0;1;100;92;100;3;295
2025-08-04;IB;??;102474;0;2;93;94;100;7;294
2025-08-04;IB;??;103709;1;4;92;98;98;6;294
2025-08-04;IB;??;102354;1;1;88;100;100;5;293
2025-08-04;IB;??;102554;1;1;91;100;100;2;293
2025-08-04;IB;??;102562;1;1;87;100;100;6;293
2025-08-04;IB;??;102933;1;1;100;87;100;6;293
2025-08-04;IB;??;103546;1;3;97;100;86;10;293
2025-08-04;IB;??;103693;0;2;100;91;100;2;293
2025-08-04;IB;??;103911;1;3;95;93;98;7;293
2025-08-04;IB;??;102321;1;2;100;95;87;10;292
2025-08-04;IB;??;102426;1;1;100;93;96;3;292
2025-08-04;IB;??;102565;1;1;100;100;91;1;292
2025-08-04;IB;??;102809;0;2;100;85;100;7;292
2025-08-04;IB;??;102880;0;4;100;93;94;5;292
2025-08-04;IB;??;103750;1;1;100;99;91;2;292
2025-08-04;IB;??;102597;1;4;100;85;96;10;291
2025-08-04;IB;??;102742;1;4;91;100;96;4;291
2025-08-04;IB;??;102859;1;4;100;100;83;8;291
2025-08-04;IB;??;102918;1;4;89;99;100;3;291
2025-08-04;IB;??;102942;1;4;91;92;100;8;291
2025-08-04;IB;??;103621;1;1;84;99;100;8;291
2025-08-04;IB;??;102367;1;1;100;88;100;2;290
2025-08-04;IB;??;102773;1;2;100;100;89;1;290
2025-08-04;IB;??;102856;1;4;100;84;100;6;290
2025-08-04;IB;??;103915;1;3;100;89;91;10;290
2025-08-04;IB;??;102230;0;3;100;82;100;7;289
2025-08-04;IB;??;102268;1;3;92;100;93;4;289
2025-08-04;IB;??;102483;1;1;81;100;100;8;289
2025-08-04;IB;??;102486;1;2;100;86;100;3;289
2025-08-04;IB;??;102261;1;4;80;100;98;10;288
2025-08-04;IB;??;102398;1;2;100;100;82;6;288
2025-08-04;IB;??;102511;1;1;100;96;86;6;288
2025-08-04;IB;??;102616;0;4;81;100;100;7;288
2025-08-04;IB;??;102743;1;2;100;81;100;7;288
2025-08-04;IB;??;102862;1;3;96;91;92;9;288
2025-08-04;IB;??;102866;1;1;85;99;97;7;288
2025-08-04;IB;??;103527;0;1;100;100;84;4;288
2025-08-04;IB;??;103592;0;1;86;100;100;2;288
2025-08-04;IB;??;102336;1;3;96;82;100;9;287
2025-08-04;IB;??;102543;1;1;100;90;97;0;287
2025-08-04;IB;??;102655;0;2;84;100;100;3;287
2025-08-04;IB;??;102793;0;3;100;86;100;1;287
2025-08-04;IB;??;102850;1;3;100;85;100;2;287
2025-08-04;IB;??;102282;1;4;100;100;76;10;286
2025-08-04;IB;??;102443;1;3;88;98;100;0;286
2025-08-04;IB;??;102666;1;1;99;100;83;4;286
2025-08-04;IB;??;102691;1;1;84;100;100;2;286
2025-08-04;IB;??;102738;1;2;83;100;100;3;286
2025-08-04;IB;??;102824;1;1;100;100;82;4;286
2025-08-04;IB;??;103673;1;2;93;100;91;2;286
2025-08-04;IB;??;103718;1;4;100;100;86;0;286
2025-08-04;IB;??;102236;1;4;86;99;100;0;285
2025-08-04;IB;??;102481;1;2;87;100;88;10;285
2025-08-04;IB;??;102540;1;4;75;100;100;10;285
2025-08-04;IB;??;102576;1;4;100;100;80;5;285
2025-08-04;IB;??;102661;1;3;95;95;86;9;285
2025-08-04;IB;??;103567;1;3;100;95;86;4;285
2025-08-04;IB;??;103641;1;2;89;89;100;7;285
2025-08-04;IB;??;102254;1;4;92;100;82;10;284
2025-08-04;IB;??;102314;1;1;80;100;100;4;284
2025-08-04;IB;??;102334;1;1;98;98;88;0;284
2025-08-04;IB;??;102369;1;4;100;100;80;4;284
2025-08-04;IB;??;102459;1;3;85;99;90;10;284
2025-08-04;IB;??;102544;1;1;82;95;97;10;284
2025-08-04;IB;??;102774;1;1;100;99;79;6;284
2025-08-04;IB;??;103346;0;2;89;91;100;4;284
2025-08-04;IB;??;103559;1;1;80;100;100;4;284
2025-08-04;IB;??;103568;1;2;100;82;100;2;284
2025-08-04;IB;??;103574;1;4;97;82;100;5;284
2025-08-04;IB;??;103741;1;1;93;100;81;10;284
2025-08-04;IB;??;103902;1;1;83;100;94;7;284
2025-08-04;IB;??;102376;1;2;100;100;80;3;283
2025-08-04;IB;??;102392;1;1;98;81;97;7;283
2025-08-04;IB;??;102414;1;1;100;82;100;1;283
2025-08-04;IB;??;102627;1;3;93;96;85;9;283
2025-08-04;IB;??;102678;1;2;95;100;84;4;283
2025-08-04;IB;??;102980;1;1;100;73;100;10;283
2025-08-04;IB;??;103380;0;4;82;100;92;9;283
2025-08-04;IB;??;103565;1;3;82;98;93;10;283
2025-08-04;IB;??;103632;1;4;77;100;100;6;283
2025-08-04;IB;??;103760;1;1;97;90;92;4;283
2025-08-04;IB;??;102444;1;1;95;77;100;10;282
2025-08-04;IB;??;102522;1;1;82;98;92;10;282
2025-08-04;IB;??;102604;1;4;78;100;100;4;282
2025-08-04;IB;??;102657;1;4;100;100;74;8;282
2025-08-04;IB;??;102810;1;3;85;99;96;2;282
2025-08-04;IB;??;102889;1;3;92;87;100;3;282
2025-08-04;IB;??;103359;1;4;84;92;100;6;282
2025-08-04;IB;??;103561;1;1;100;95;87;0;282
2025-08-04;IB;??;103613;1;2;100;100;76;6;282
2025-08-04;IB;??;103805;1;1;100;80;100;2;282
2025-08-04;IB;??;103886;1;2;100;100;73;9;282
2025-08-04;IB;??;102446;1;1;83;88;100;10;281
2025-08-04;IB;??;102467;0;1;84;100;89;8;281
2025-08-04;IB;??;102791;1;3;83;97;99;2;281
2025-08-04;IB;??;103624;1;1;100;72;100;9;281
2025-08-04;IB;??;103713;1;1;95;100;84;2;281
2025-08-04;IB;??;103747;1;1;100;96;76;9;281
2025-08-04;IB;??;102241;1;2;90;85;100;5;280
2025-08-04;IB;??;102360;1;4;100;100;70;10;280
2025-08-04;IB;??;102548;1;1;100;93;86;1;280
2025-08-04;IB;??;102623;1;3;94;89;87;10;280
2025-08-04;IB;??;102639;1;1;90;100;90;0;280
2025-08-04;IB;??;102642;1;2;88;83;99;10;280
2025-08-04;IB;??;102668;1;3;96;79;100;5;280
2025-08-04;IB;??;102695;1;3;93;80;100;7;280
2025-08-04;IB;??;102802;1;3;100;99;77;4;280
2025-08-04;IB;??;103876;1;3;98;84;93;5;280
2025-08-04;IB;??;102281;1;2;78;100;100;1;279
2025-08-04;IB;??;102302;1;4;100;100;73;6;279
2025-08-04;IB;??;102312;1;1;93;81;100;5;279
2025-08-04;IB;??;102440;1;4;100;75;100;4;279
2025-08-04;IB;??;102515;0;1;83;99;97;0;279
2025-08-04;IB;??;102563;1;1;95;89;87;8;279
2025-08-04;IB;??;102718;1;2;100;100;77;2;279
2025-08-04;IB;??;103619;1;3;90;100;84;5;279
2025-08-04;IB;??;103795;0;4;100;82;88;9;279
2025-08-04;IB;??;103841;1;2;100;83;95;1;279
2025-08-04;IB;??;102311;0;1;100;74;100;4;278
2025-08-04;IB;??;102455;1;1;100;74;100;4;278
2025-08-04;IB;??;103365;1;3;100;95;73;10;278
2025-08-04;IB;??;103728;1;4;100;88;90;0;278
2025-08-04;IB;??;103754;1;2;100;94;79;5;278
2025-08-04;IB;??;103791;1;1;100;89;83;6;278
2025-08-04;IB;??;103796;1;1;100;78;100;0;278
2025-08-04;IB;??;103865;0;2;100;78;100;0;278
2025-08-04;IB;??;102412;1;3;92;100;84;1;277
2025-08-04;IB;??;102487;1;1;100;73;100;4;277
2025-08-04;IB;??;102585;1;1;100;80;93;4;277
2025-08-04;IB;??;102665;1;2;77;98;94;8;277
2025-08-04;IB;??;102776;1;1;89;100;86;2;277
2025-08-04;IB;??;102967;0;2;85;92;99;1;277
2025-08-04;IB;??;103749;1;3;96;75;98;8;277
2025-08-04;IB;??;103769;1;4;73;100;100;4;277
2025-08-04;IB;??;102683;1;2;100;100;68;8;276
2025-08-04;IB;??;102944;1;4;100;82;86;8;276
2025-08-04;IB;??;103573;1;1;100;85;91;0;276
2025-08-04;IB;??;103762;0;3;100;75;100;1;276
2025-08-04;IB;??;102259;1;4;92;88;86;9;275
2025-08-04;IB;??;102285;1;4;96;80;99;0;275
2025-08-04;IB;??;102362;1;3;95;91;87;2;275
2025-08-04;IB;??;102500;1;3;99;76;98;2;275
2025-08-04;IB;??;102546;1;3;95;100;73;7;275
2025-08-04;IB;??;102573;1;2;71;98;99;7;275
2025-08-04;IB;??;102670;1;2;88;100;82;5;275
2025-08-04;IB;??;102795;1;4;82;97;91;5;275
2025-08-04;IB;??;102878;1;4;86;92;90;7;275
2025-08-04;IB;??;102920;1;1;77;100;92;6;275
2025-08-04;IB;??;103354;1;2;100;100;65;10;275
2025-08-04;IB;??;103361;0;2;100;78;95;2;275
2025-08-04;IB;??;103381;1;4;100;68;100;7;275
2025-08-04;IB;??;103907;1;1;94;99;82;0;275
2025-08-04;IB;??;102348;1;4;81;93;95;5;274
2025-08-04;IB;??;102449;1;3;89;78;100;7;274
2025-08-04;IB;??;102456;1;2;84;100;88;2;274
2025-08-04;IB;??;102599;1;2;93;100;81;0;274
2025-08-04;IB;??;102777;1;2;100;85;79;10;274
2025-08-04;IB;??;102851;1;4;87;85;95;7;274
2025-08-04;IB;??;102881;1;4;100;83;81;10;274
2025-08-04;IB;??;102884;1;4;98;74;100;2;274
2025-08-04;IB;??;102945;1;1;92;83;94;5;274
2025-08-04;IB;??;102947;1;1;100;69;98;7;274
2025-08-04;IB;??;103540;0;4;79;85;100;10;274
2025-08-04;IB;??;103657;0;4;86;100;86;2;274
2025-08-04;IB;??;103808;1;3;100;100;72;2;274
2025-08-04;IB;??;102329;1;3;85;78;100;10;273
2025-08-04;IB;??;102356;1;1;100;71;100;2;273
2025-08-04;IB;??;102509;1;4;100;69;100;4;273
2025-08-04;IB;??;102519;0;1;82;100;88;3;273
2025-08-04;IB;??;103738;1;3;88;98;84;3;273
2025-08-04;IB;??;102252;1;1;100;76;93;3;272
2025-08-04;IB;??;102267;1;2;82;94;96;0;272
2025-08-04;IB;??;102326;1;4;71;100;100;1;272
2025-08-04;IB;??;102352;1;4;86;100;78;8;272
2025-08-04;IB;??;102463;1;1;82;100;87;3;272
2025-08-04;IB;??;102524;0;2;87;81;100;4;272
2025-08-04;IB;??;102705;1;4;64;99;100;9;272
2025-08-04;IB;??;102766;0;4;90;74;100;8;272
2025-08-04;IB;??;102821;1;1;89;78;100;5;272
2025-08-04;IB;??;102978;1;4;73;100;95;4;272
2025-08-04;IB;??;103370;0;4;94;81;95;2;272
2025-08-04;IB;??;103485;1;3;67;100;100;5;272
2025-08-04;IB;??;103640;1;4;98;100;66;8;272
2025-08-04;IB;??;103645;1;4;80;89;100;3;272
2025-08-04;IB;??;103680;1;4;76;97;91;8;272
2025-08-04;IB;??;102262;1;3;92;100;72;7;271
2025-08-04;IB;??;102387;1;1;76;87;100;8;271
2025-08-04;IB;??;102445;1;4;75;100;94;2;271
2025-08-04;IB;??;102647;1;1;83;100;85;3;271
2025-08-04;IB;??;102868;1;4;88;98;84;1;271
2025-08-04;IB;??;103357;0;1;88;100;83;0;271
2025-08-04;IB;??;103590;1;4;100;100;63;8;271
2025-08-04;IB;??;103627;1;3;100;97;69;5;271
2025-08-04;IB;??;103672;1;2;90;79;100;2;271
2025-08-04;IB;??;103722;1;1;86;79;100;6;271
2025-08-04;IB;??;103726;0;1;92;78;100;1;271
2025-08-04;IB;??;103782;1;2;89;88;89;5;271
2025-08-04;IB;??;102320;1;1;96;100;74;0;270
2025-08-04;IB;??;102385;1;4;100;92;69;9;270
2025-08-04;IB;??;102460;1;1;83;80;100;7;270
2025-08-04;IB;??;102662;1;4;75;91;100;4;270
2025-08-04;IB;??;102817;1;4;70;100;100;0;270
2025-08-04;IB;??;102818;1;1;62;100;100;8;270
2025-08-04;IB;??;102820;1;1;100;100;63;7;270
2025-08-04;IB;??;102875;1;1;85;87;91;7;270
2025-08-04;IB;??;102965;1;1;62;100;100;8;270
2025-08-04;IB;??;103356;0;1;100;92;78;0;270
2025-08-04;IB;??;103548;1;4;78;94;92;6;270
2025-08-04;IB;??;103644;1;1;100;100;69;1;270
2025-08-04;IB;??;103692;1;1;70;100;100;0;270
2025-08-04;IB;??;103793;1;1;100;79;82;9;270
2025-08-04;IB;??;103885;1;4;84;79;100;7;270
2025-08-04;IB;??;102272;1;4;97;66;100;6;269
2025-08-04;IB;??;102288;1;2;100;68;98;3;269
2025-08-04;IB;??;102425;0;4;78;100;90;1;269
2025-08-04;IB;??;102428;1;4;63;100;99;7;269
2025-08-04;IB;??;102575;0;4;100;61;98;10;269
2025-08-04;IB;??;102587;1;1;100;100;59;10;269
2025-08-04;IB;??;102690;1;3;100;92;69;8;269
2025-08-04;IB;??;102858;1;4;90;72;100;7;269
2025-08-04;IB;??;102899;1;4;65;96;100;8;269
2025-08-04;IB;??;102946;1;2;100;78;89;2;269
