Day;Program;ProgramName;ID;Consent;Priority;Physics;Rus;Math;Indiv;Sum
2025-08-01;ITSS;????;100013;0;3;100;92;100;7;299
2025-08-01;ITSS;????;100014;0;4;100;87;86;9;282
2025-08-01;ITSS;????;100011;0;2;88;99;85;3;275
2025-08-01;ITSS;????;100146;1;4;80;94;99;1;274
2025-08-01;ITSS;????;100071;1;3;79;86;100;3;268
2025-08-01;ITSS;????;100070;0;3;62;98;97;10;267
2025-08-01;ITSS;????;100041;0;1;88;97;78;0;263
2025-08-01;ITSS;????;100015;0;3;100;87;69;4;260
2025-08-01;ITSS;????;100016;0;3;77;96;84;1;258
2025-08-01;ITSS;????;100068;0;4;80;92;86;0;258
2025-08-01;ITSS;????;100043;1;2;96;89;66;6;257
2025-08-01;ITSS;????;100077;0;2;98;74;83;1;256
2025-08-01;ITSS;????;100033;0;4;78;79;95;0;252
2025-08-01;ITSS;????;100035;0;1;74;90;79;7;250
2025-08-01;ITSS;????;100063;1;2;95;69;81;5;250
2025-08-01;ITSS;????;100066;0;2;78;70;89;5;242
2025-08-01;ITSS;????;100064;1;3;100;55;79;4;238
2025-08-01;ITSS;????;100080;0;4;59;85;84;7;235
2025-08-01;ITSS;????;100042;0;4;99;52;78;5;234
2025-08-01;ITSS;????;100065;0;4;73;78;74;9;234
2025-08-01;ITSS;????;100010;1;1;91;71;61;10;233
2025-08-01;ITSS;????;100019;0;3;99;58;68;7;232
2025-08-01;ITSS;????;100143;1;2;96;68;59;9;232
2025-08-01;ITSS;????;100012;0;2;73;65;92;1;231
2025-08-01;ITSS;????;100017;0;3;63;64;94;9;230
2025-08-01;ITSS;????;100018;0;3;51;88;84;2;225
2025-08-01;ITSS;????;100062;0;1;98;51;72;4;225
2025-08-01;ITSS;????;100069;0;2;84;83;53;5;225
2025-08-01;ITSS;????;100144;0;4;67;78;76;3;224
2025-08-01;ITSS;????;100145;0;4;84;72;66;1;223
2025-08-01;ITSS;????;100075;0;4;100;62;51;9;222
2025-08-01;ITSS;????;100148;0;3;94;74;54;0;222
2025-08-01;ITSS;????;100079;1;2;81;59;80;1;221
2025-08-01;ITSS;????;100074;0;4;71;76;62;10;219
2025-08-01;ITSS;????;100034;0;3;65;83;70;0;218
2025-08-01;ITSS;????;100060;0;3;52;76;82;7;217
2025-08-01;ITSS;????;100061;0;4;90;71;52;0;213
2025-08-01;ITSS;????;100037;0;2;73;61;73;5;212
2025-08-01;ITSS;????;100078;1;1;59;77;65;9;210
2025-08-01;ITSS;????;100036;0;2;51;76;74;8;209
2025-08-01;ITSS;????;100150;1;3;48;77;76;8;209
2025-08-01;ITSS;????;100151;1;1;89;61;53;3;206
2025-08-01;ITSS;????;100147;0;1;53;99;47;6;205
2025-08-01;ITSS;????;100067;1;2;53;50;96;4;203
2025-08-01;ITSS;????;100038;0;4;52;81;61;6;200
2025-08-01;ITSS;????;100076;0;3;79;54;66;0;199
2025-08-01;ITSS;????;100149;0;1;46;73;73;7;199
2025-08-01;ITSS;????;100039;0;4;49;65;62;7;183
2025-08-01;ITSS;????;100040;0;2;64;61;48;10;183
2025-08-01;ITSS;????;100044;1;4;62;48;61;9;180
