Day;Program;ProgramName;ID;Consent;Priority;Physics;Rus;Math;Indiv;Sum
2025-08-02;IVT;???;100248;1;3;100;100;98;3;301
2025-08-02;IVT;???;100513;1;2;96;100;100;5;301
2025-08-02;IVT;???;100521;1;1;96;100;100;1;297
2025-08-02;IVT;???;100756;1;2;100;99;89;8;296
2025-08-02;IVT;???;100530;1;4;87;100;99;8;294
2025-08-02;IVT;???;100390;1;4;84;99;100;9;292
2025-08-02;IVT;???;100399;1;3;100;88;97;6;291
2025-08-02;IVT;???;100435;1;1;100;87;100;4;291
2025-08-02;IVT;???;100748;0;3;98;85;100;8;291
2025-08-02;IVT;???;100456;1;3;100;95;94;1;290
2025-08-02;IVT;???;100745;1;2;96;97;96;0;289
2025-08-02;IVT;???;100483;0;3;85;100;93;10;288
2025-08-02;IVT;???;100528;1;2;100;87;96;5;288
2025-08-02;IVT;???;100233;0;2;100;91;92;2;285
2025-08-02;IVT;???;100380;1;2;100;83;100;0;283
2025-08-02;IVT;???;100534;1;2;89;100;93;1;283
2025-08-02;IVT;???;100194;1;2;93;88;95;6;282
2025-08-02;IVT;???;100247;0;4;74;100;99;6;279
2025-08-02;IVT;???;100388;1;3;94;99;77;9;279
2025-08-02;IVT;???;100185;1;2;87;88;99;4;278
2025-08-02;IVT;???;100500;1;3;88;80;100;10;278
2025-08-02;IVT;???;100775;0;1;100;85;88;2;275
2025-08-02;IVT;???;100184;0;3;91;74;99;10;274
2025-08-02;IVT;???;100309;1;2;89;99;78;8;274
2025-08-02;IVT;???;100321;1;3;77;94;100;3;274
2025-08-02;IVT;???;100379;0;2;87;100;84;3;274
2025-08-02;IVT;???;100382;1;2;100;86;78;10;274
2025-08-02;IVT;???;100509;1;3;76;97;94;7;274
2025-08-02;IVT;???;100211;0;2;96;100;71;5;272
2025-08-02;IVT;???;100270;1;1;79;92;98;3;272
2025-08-02;IVT;???;100411;0;3;71;100;94;7;272
2025-08-02;IVT;???;100556;1;3;83;86;100;3;272
2025-08-02;IVT;???;100438;1;3;98;66;98;9;271
2025-08-02;IVT;???;100482;0;2;81;100;81;9;271
2025-08-02;IVT;???;100758;0;3;99;70;100;2;271
2025-08-02;IVT;???;100374;0;1;87;93;80;10;270
2025-08-02;IVT;???;100514;1;2;90;85;86;9;270
2025-08-02;IVT;???;100245;1;3;90;90;85;4;269
2025-08-02;IVT;???;100578;1;3;100;100;63;6;269
2025-08-02;IVT;???;100373;1;2;100;63;94;10;267
2025-08-02;IVT;???;100743;0;1;74;100;90;3;267
2025-08-02;IVT;???;100177;0;2;87;74;100;5;266
2025-08-02;IVT;???;100200;1;2;96;100;68;2;266
2025-08-02;IVT;???;100327;1;3;80;82;96;8;266
2025-08-02;IVT;???;100427;1;3;96;94;75;1;266
2025-08-02;IVT;???;100181;1;2;100;70;91;4;265
2025-08-02;IVT;???;100329;0;1;86;96;79;4;265
2025-08-02;IVT;???;100395;1;3;95;75;91;4;265
2025-08-02;IVT;???;100479;1;3;82;100;79;4;265
2025-08-02;IVT;???;100527;1;4;67;99;98;1;265
2025-08-02;IVT;???;100166;1;3;78;85;98;3;264
2025-08-02;IVT;???;100174;1;3;98;62;96;8;264
2025-08-02;IVT;???;100271;0;3;98;100;57;9;264
2025-08-02;IVT;???;100370;1;2;100;66;91;7;264
2025-08-02;IVT;???;100502;1;3;99;68;89;8;264
2025-08-02;IVT;???;100319;1;2;75;88;100;0;263
2025-08-02;IVT;???;100336;0;3;99;71;85;8;263
2025-08-02;IVT;???;100402;0;2;100;82;75;6;263
2025-08-02;IVT;???;100518;0;3;99;98;65;1;263
2025-08-02;IVT;???;100767;0;3;100;100;60;3;263
2025-08-02;IVT;???;100208;1;2;83;89;82;8;262
2025-08-02;IVT;???;100223;1;3;81;85;95;1;262
2025-08-02;IVT;???;100340;0;3;64;98;100;0;262
2025-08-02;IVT;???;100385;1;2;91;88;76;7;262
2025-08-02;IVT;???;100420;1;1;61;94;100;7;262
2025-08-02;IVT;???;100529;1;1;97;70;94;1;262
2025-08-02;IVT;???;100167;0;3;74;100;82;5;261
2025-08-02;IVT;???;100189;1;1;73;95;89;4;261
2025-08-02;IVT;???;100222;1;1;96;92;65;8;261
2025-08-02;IVT;???;100406;1;2;89;95;67;10;261
2025-08-02;IVT;???;100207;1;2;77;100;78;5;260
2025-08-02;IVT;???;100343;1;3;84;92;82;2;260
2025-08-02;IVT;???;100345;1;2;100;73;81;6;260
2025-08-02;IVT;???;100377;1;2;100;71;89;0;260
2025-08-02;IVT;???;100397;1;2;92;86;73;9;260
2025-08-02;IVT;???;100403;1;4;72;96;82;10;260
2025-08-02;IVT;???;100566;0;3;91;84;77;8;260
2025-08-02;IVT;???;100757;1;2;80;81;94;5;260
2025-08-02;IVT;???;100765;1;3;74;97;83;6;260
2025-08-02;IVT;???;100213;0;2;78;86;93;2;259
2025-08-02;IVT;???;100532;1;2;87;100;63;9;259
2025-08-02;IVT;???;100558;0;3;89;68;96;6;259
2025-08-02;IVT;???;100183;0;1;95;63;97;3;258
2025-08-02;IVT;???;100239;1;3;85;96;67;9;257
2025-08-02;IVT;???;100325;1;3;73;78;100;6;257
2025-08-02;IVT;???;100458;1;4;87;94;72;4;257
2025-08-02;IVT;???;100523;1;3;67;94;95;1;257
2025-08-02;IVT;???;100209;1;2;93;62;100;1;256
2025-08-02;IVT;???;100311;1;3;99;76;76;5;256
2025-08-02;IVT;???;100328;1;2;79;70;100;7;256
2025-08-02;IVT;???;100422;0;2;98;57;92;9;256
2025-08-02;IVT;???;100425;0;2;84;92;77;3;256
2025-08-02;IVT;???;100499;1;2;65;86;100;5;256
2025-08-02;IVT;???;100749;1;2;73;84;96;3;256
